,Date_heure,nb_ae,nb_ae_rep,nb_ae_tr90,dmr,dmt,TR90,Year,Mois,Semaine,Year_Sem,Date,jsem,creneau,BTS,cs_ae_tr,cs_ae_rep,cs_tr90
2321,2021-12-29 09:00:00,60,60,51,40,304,85,2021,12,52,2021_52,2021-12-29,Mercredi,09:00,False,81,91,89.0
2322,2021-12-29 09:30:00,46,46,46,26,268,100,2021,12,52,2021_52,2021-12-29,Mercredi,09:30,False,127,137,92.7
2323,2021-12-29 10:00:00,49,49,45,29,277,91,2021,12,52,2021_52,2021-12-29,Mercredi,10:00,False,172,186,92.5
2324,2021-12-29 10:30:00,44,44,44,14,315,100,2021,12,52,2021_52,2021-12-29,Mercredi,10:30,False,216,230,93.9
2325,2021-12-29 11:00:00,56,55,55,19,291,100,2021,12,52,2021_52,2021-12-29,Mercredi,11:00,False,271,285,95.1
2326,2021-12-29 11:30:00,50,50,44,35,305,88,2021,12,52,2021_52,2021-12-29,Mercredi,11:30,False,315,335,94.0
2327,2021-12-29 12:00:00,42,42,38,35,289,90,2021,12,52,2021_52,2021-12-29,Mercredi,12:00,False,353,377,93.6
2328,2021-12-29 12:30:00,43,43,42,14,308,97,2021,12,52,2021_52,2021-12-29,Mercredi,12:30,False,395,420,94.0
2329,2021-12-29 13:00:00,39,39,21,85,352,53,2021,12,52,2021_52,2021-12-29,Mercredi,13:00,False,416,459,90.6
2330,2021-12-29 13:30:00,36,36,26,53,300,72,2021,12,52,2021_52,2021-12-29,Mercredi,13:30,False,442,495,89.3
2331,2021-12-29 14:00:00,25,25,10,138,315,40,2021,12,52,2021_52,2021-12-29,Mercredi,14:00,False,452,520,86.9
2332,2021-12-29 14:30:00,29,29,5,185,281,17,2021,12,52,2021_52,2021-12-29,Mercredi,14:30,False,457,549,83.2
2333,2021-12-29 15:00:00,40,40,1,393,302,2,2021,12,52,2021_52,2021-12-29,Mercredi,15:00,False,458,589,77.8
2334,2021-12-29 15:30:00,38,38,22,91,297,57,2021,12,52,2021_52,2021-12-29,Mercredi,15:30,False,480,627,76.6
2335,2021-12-29 16:00:00,48,48,16,123,329,33,2021,12,52,2021_52,2021-12-29,Mercredi,16:00,False,496,675,73.5
2336,2021-12-29 16:30:00,56,56,37,70,299,66,2021,12,52,2021_52,2021-12-29,Mercredi,16:30,False,533,731,72.9
2337,2021-12-29 17:00:00,38,38,17,107,270,44,2021,12,52,2021_52,2021-12-29,Mercredi,17:00,False,550,769,71.5
2338,2021-12-29 17:30:00,40,40,7,197,338,17,2021,12,52,2021_52,2021-12-29,Mercredi,17:30,False,557,809,68.9
2339,2021-12-29 18:00:00,39,39,2,376,301,5,2021,12,52,2021_52,2021-12-29,Mercredi,18:00,False,559,848,65.9
2340,2021-12-29 19:00:00,37,37,5,370,295,13,2021,12,52,2021_52,2021-12-29,Mercredi,19:00,False,564,885,63.7
2341,2021-12-29 19:30:00,8,8,8,8,294,100,2021,12,52,2021_52,2021-12-29,Mercredi,19:30,False,572,893,64.1
